round,validator,crypto,behavior,latency,sensor,effective
0,D,100,0,2,97,54
0,A,100,12,18,100,61
0,B,100,54,6,100,72
0,C,100,0,5,98,55
0,D,100,6,9,98,57
0,A,100,18,21,100,63
0,B,100,60,2,90,71
0,C,100,6,4,99,57
0,D,100,0,4,99,55
0,A,100,24,19,100,65
0,B,100,31,3,91,63
0,C,100,12,4,100,59
0,D,100,0,2,100,55
0,A,100,0,22,100,58
0,B,100,37,0,92,64
0,C,85,18,1,100,54
0,D,100,6,0,100,56
0,A,100,0,21,100,58
0,B,100,43,1,93,67
0,C,86,24,0,100,56
0,D,100,12,0,90,57
0,A,100,0,17,100,57
0,B,100,14,0,94,58
0,C,87,30,9,100,60
0,D,100,0,1,91,53
0,A,100,0,15,100,57
0,B,100,20,0,95,60
0,C,72,36,7,100,55
0,D,100,6,0,92,55
0,A,100,6,16,100,59
0,B,100,26,0,85,60
0,C,73,42,2,100,57
0,D,100,12,3,93,58
0,A,100,12,12,100,60
0,B,100,32,0,75,60
0,C,74,13,0,100,48
0,D,100,18,0,94,59
0,A,100,18,7,100,61
0,B,100,38,8,76,64
0,C,75,19,0,100,50
0,D,100,24,7,95,62
0,A,100,24,3,100,62
0,B,100,44,8,77,65
0,C,76,25,3,100,53
0,D,100,30,6,96,64
0,A,100,30,1,100,64
0,B,100,50,8,78,67
0,C,77,31,0,90,53
0,D,100,36,4,97,65
0,A,100,36,5,100,66
0,B,100,56,5,79,69
0,C,78,37,0,91,55
0,D,100,42,4,98,67
0,A,100,42,4,100,68
0,B,85,62,0,80,64
0,C,79,43,0,92,58
0,D,100,13,2,99,59
0,A,100,13,0,100,58
0,B,86,68,0,81,66
0,C,80,14,1,93,50
0,D,100,19,0,100,60
0,A,100,19,0,100,60
0,B,87,74,7,82,70
0,C,81,20,0,94,52
0,D,100,25,4,100,63
0,A,100,25,0,100,62
0,B,88,80,4,83,72
0,C,82,26,0,95,54
0,D,100,31,0,100,64
0,A,100,31,5,100,65
0,B,89,86,5,84,74
0,C,83,0,4,96,48
0,D,100,2,4,100,56
0,A,100,37,7,100,67
0,B,90,92,5,85,77
0,C,84,0,13,97,50
0,D,100,8,0,100,57
0,A,100,43,2,100,68
0,B,91,63,9,86,69
0,C,85,6,10,98,52
0,D,100,14,0,100,59
0,A,100,49,0,100,69
0,B,92,34,9,87,61
0,C,86,12,15,99,55
0,D,100,0,4,100,55
0,A,100,55,2,100,71
0,B,93,40,15,88,64
0,C,87,0,9,100,51
0,D,100,0,5,100,55
0,A,100,26,0,100,62
0,B,94,46,17,89,67
0,C,88,6,8,100,53
0,D,100,6,2,100,57
0,A,100,32,5,100,65
0,B,95,17,20,90,59
0,C,89,12,3,100,54
0,D,100,12,0,100,58
0,A,100,38,3,100,66
0,B,96,23,17,91,61
0,C,90,18,6,100,57
0,D,100,18,5,100,61
0,A,100,44,2,100,68
0,B,97,29,8,92,62
0,C,91,24,0,100,58
0,D,100,24,0,100,62
0,A,100,50,0,100,70
0,B,98,35,3,93,64
0,C,92,30,0,100,60
0,D,100,30,0,100,64
0,A,100,21,1,100,61
0,B,99,6,4,94,56
0,C,93,1,5,100,53
0,D,100,36,1,100,65
0,A,100,0,0,100,55
0,B,100,12,8,95,59
0,C,94,7,9,100,56
0,D,100,42,5,100,68
0,A,100,6,0,100,56
0,B,100,18,14,96,61
0,C,95,0,16,100,55
0,D,100,48,2,100,69
0,A,100,12,0,100,58
0,B,100,24,11,97,63
0,C,96,0,14,100,55
0,D,100,54,0,100,71
0,A,100,0,3,100,55
0,B,100,30,14,98,65
0,C,97,6,16,100,58
0,D,100,60,0,90,71
0,A,100,0,0,100,55
0,B,100,36,15,99,67
0,C,98,0,17,100,56
0,D,100,66,3,91,73
0,A,100,6,0,100,56
0,B,100,42,11,100,69
0,C,99,6,21,100,59
0,D,100,72,6,92,76
0,A,100,12,4,100,59
0,B,100,13,10,100,60
0,C,100,12,19,100,61
0,D,100,78,7,93,78
0,A,100,18,1,100,60
0,B,100,19,11,100,62
0,C,100,0,12,100,56
0,D,100,84,6,94,80
0,A,100,0,0,100,55
0,B,100,0,14,100,57
0,C,100,6,15,100,59
0,D,85,90,10,95,76
0,A,100,6,0,100,56
0,B,100,0,18,100,57
0,C,100,12,18,100,61
0,D,86,61,7,96,68
0,A,100,12,7,100,59
0,B,100,6,22,100,60
0,C,100,0,9,100,56
0,D,87,32,7,97,60
0,A,100,18,1,100,60
0,B,100,12,22,100,61
0,C,100,0,7,100,56
0,D,88,38,3,98,61
0,A,100,24,5,100,62
0,B,100,0,22,100,58
0,C,100,0,5,100,55
0,D,89,9,3,99,53
0,A,100,0,1,100,55
0,B,100,6,23,100,60
0,C,100,6,5,100,57
0,D,90,15,0,100,55
0,A,100,0,5,100,55
0,B,100,12,16,100,61
0,C,100,12,0,100,58
0,D,91,0,0,100,51
0,A,100,0,1,100,55
0,B,100,18,14,100,62
0,C,100,18,5,100,61
0,D,92,6,4,100,54
0,A,100,0,0,100,55
0,B,100,24,9,100,63
0,C,100,24,8,100,63
0,D,93,0,1,100,52
0,A,100,6,4,100,57
0,B,100,30,9,100,65
0,C,100,30,1,100,64
0,D,94,0,9,100,53
0,A,100,12,11,100,60
0,B,100,36,1,100,65
0,C,100,1,0,100,55
0,D,79,6,11,100,50
0,A,100,18,11,90,60
0,B,100,7,0,100,57
0,C,100,7,0,100,57
0,D,80,12,16,90,51
0,A,100,0,16,91,56
0,B,100,0,0,100,55
0,C,100,13,0,100,58
0,D,81,18,15,91,53
0,A,100,6,12,92,57
0,B,100,6,0,100,56
0,C,100,0,0,100,55
0,D,82,24,24,92,57
0,A,100,12,3,93,58
0,B,100,12,7,100,59
0,C,100,0,5,100,55
0,D,83,0,20,93,50
0,A,100,18,7,94,60
0,B,100,0,6,100,55
0,C,100,6,9,100,58
0,D,84,6,24,94,53
0,A,100,24,10,95,62
0,B,100,6,8,100,58
0,C,100,0,15,100,57
0,D,85,0,25,95,52
0,A,100,30,10,96,64
0,B,100,12,16,100,61
0,C,100,0,20,100,58
0,D,86,0,30,96,53
0,A,100,1,11,97,56
0,B,100,0,17,100,57
0,C,100,6,26,100,60
0,D,87,6,27,97,55
0,A,100,7,9,98,58
0,B,100,6,11,100,58
0,C,100,12,33,100,63
0,D,88,12,24,98,57
0,A,100,0,12,99,56
0,B,100,0,7,100,56
0,C,100,0,39,100,60
0,D,89,18,21,99,59
0,A,100,6,12,100,58
0,B,100,0,10,100,56
0,C,100,0,36,100,60
0,D,90,24,14,100,60
0,A,100,0,8,100,56
0,B,100,0,8,100,56
0,C,100,6,31,100,61
0,D,91,30,12,100,62
0,A,100,6,0,90,55
0,B,100,0,10,100,56
0,C,100,0,23,100,58
0,D,92,36,15,100,64
0,A,100,12,0,80,55
0,B,100,0,10,100,56
0,C,100,6,22,100,60
0,D,93,42,15,100,67
0,A,100,0,4,81,52
0,B,100,6,7,100,57
0,C,100,12,26,100,62
0,D,94,13,21,100,59
0,A,100,6,0,82,54
0,B,100,12,11,100,60
0,C,100,18,29,100,64
0,D,95,19,23,100,62
0,A,100,0,5,83,53
0,B,100,18,13,100,62
0,C,100,24,25,100,65
0,D,96,25,20,100,63
0,A,100,6,10,84,55
0,B,100,24,21,90,63
0,C,100,30,23,100,67
0,D,97,31,22,100,66
0,A,100,12,5,85,57
0,B,100,30,17,91,65
0,C,100,36,18,100,68
0,D,98,37,27,100,69
0,A,100,18,10,86,59
0,B,100,36,16,92,67
0,C,100,42,27,100,71
0,D,99,43,33,100,72
0,A,100,24,14,87,62
0,B,100,42,17,93,69
0,C,100,48,23,100,72
0,D,100,14,30,100,63
0,A,100,30,18,88,64
0,B,100,48,19,94,71
0,C,100,54,25,100,74
0,D,100,0,29,100,59
0,A,100,36,15,89,66
0,B,100,19,23,95,63
0,C,100,25,18,100,65
0,D,100,6,31,100,61
0,A,100,7,19,90,58
0,B,100,25,31,96,66
0,C,100,31,17,100,66
0,D,100,12,27,100,62
0,A,100,13,21,91,60
0,B,100,0,23,97,58
0,C,100,2,15,90,56
0,D,100,0,27,100,59
0,A,100,19,15,92,61
0,B,100,0,17,98,57
0,C,100,8,6,91,56
0,D,100,6,28,100,61
0,A,100,0,14,93,56
0,B,100,6,10,99,58
0,C,100,14,2,92,58
0,D,100,12,34,100,63
0,A,100,6,18,94,58
0,B,100,12,17,100,61
0,C,100,20,3,93,60
0,D,100,18,30,100,64
0,A,100,12,15,95,60
0,B,100,18,13,100,62
0,C,100,26,0,94,61
0,D,100,0,30,100,59
0,A,100,18,13,96,61
0,B,100,0,11,100,56
0,C,100,32,0,95,63
0,D,100,6,32,100,61
0,A,100,24,13,97,63
0,B,100,6,12,100,58
0,C,100,3,5,96,56
0,D,100,12,27,100,62
0,A,100,30,11,98,65
0,B,100,12,17,100,61
0,C,100,0,10,97,56
0,D,100,18,27,100,64
0,A,100,36,4,99,66
0,B,100,18,11,100,62
0,C,100,6,11,87,56
0,D,100,0,25,100,58
0,A,100,42,2,100,67
0,B,100,24,9,100,63
0,C,100,12,8,88,58
0,D,100,0,28,100,59
0,A,100,48,4,100,70
0,B,100,30,0,100,64
0,C,100,18,11,78,58
0,D,100,6,25,100,60
0,A,100,54,9,100,72
0,B,100,1,5,100,56
0,C,100,24,16,79,61
0,D,100,0,27,100,59
0,A,100,60,7,100,74
0,B,100,7,8,100,58
0,C,100,30,14,80,63
0,D,100,6,30,100,61
0,A,100,66,10,100,76
0,B,100,0,15,100,57
0,C,100,36,14,81,65
0,D,100,12,25,100,62
0,A,100,72,11,100,78
0,B,100,0,7,100,56
0,C,100,42,17,82,67
0,D,100,18,20,100,63
0,A,100,78,14,100,80
0,B,100,6,10,100,58
0,C,100,48,18,83,69
0,D,100,0,19,100,57
0,A,100,84,12,100,82
0,B,100,12,13,100,60
0,C,100,54,26,84,72
0,D,100,6,13,100,58
0,A,100,55,11,100,73
0,B,100,18,13,100,62
0,C,100,60,26,85,74
0,D,100,12,13,100,60
0,A,100,61,7,100,74
0,B,100,24,7,100,63
0,C,100,66,25,86,76
0,D,100,18,13,100,62
0,A,100,67,8,100,76
0,B,100,30,8,100,65
0,C,100,72,17,87,77
0,D,100,24,12,100,64
0,A,100,73,1,100,77
0,B,100,36,15,90,66
0,C,100,78,13,88,78
0,D,100,30,4,100,64
0,A,100,79,0,100,78
0,B,100,42,17,91,68
0,C,100,84,9,89,79
0,D,100,36,10,100,67
0,A,100,85,0,100,80
0,B,100,48,23,92,71
0,C,100,55,16,90,72
0,D,100,42,9,100,68
0,A,100,56,0,100,71
0,B,100,19,19,93,62
0,C,100,26,17,91,64
0,D,100,48,5,100,70
0,A,100,62,7,100,74
0,B,100,25,23,94,65
0,C,100,32,15,92,65
0,D,100,54,8,100,72
0,A,100,33,7,100,65
0,B,100,31,26,84,65
0,C,100,3,15,93,57
0,D,100,60,5,100,73
0,A,100,39,3,100,67
0,B,100,37,25,85,67
0,C,100,9,9,94,58
0,D,100,66,11,100,76
0,A,100,45,0,100,68
0,B,100,43,25,86,69
0,C,100,0,8,95,55
0,D,100,72,20,100,79
0,A,100,51,4,100,70
0,B,100,49,25,87,71
0,C,100,6,4,96,56
0,D,100,78,22,100,81
0,A,100,57,3,100,72
0,B,100,55,21,88,72
0,C,100,0,8,97,55
0,D,100,84,15,100,82
0,A,100,63,1,100,74
0,B,100,26,21,89,64
0,C,100,6,10,98,58
0,D,100,90,7,100,83
0,A,100,69,0,100,75
0,B,100,32,16,90,65
0,C,100,12,12,99,60
0,D,100,96,12,100,85
0,A,100,75,4,100,78
0,B,100,3,18,91,57
0,C,100,18,9,100,61
0,D,85,100,6,100,79
0,A,100,46,0,100,68
0,B,100,9,21,92,59
0,C,100,24,6,100,63
0,D,86,100,4,100,80
0,A,100,52,0,100,70
0,B,100,15,18,93,61
0,C,100,0,5,100,55
0,D,87,71,9,100,72
0,A,100,58,0,100,72
0,B,100,0,11,94,55
0,C,100,0,0,100,55
0,D,88,42,7,100,63
0,A,100,64,2,100,74
0,B,100,6,10,95,57
0,C,100,6,0,100,56
0,D,89,48,7,100,66
0,A,100,70,0,100,76
0,B,100,12,10,96,59
0,C,100,12,0,100,58
0,D,90,54,3,100,67
0,A,100,76,0,100,77
0,B,100,18,1,97,60
0,C,100,18,3,100,60
0,D,91,60,4,100,70
0,A,100,82,1,100,79
0,B,100,24,5,98,62
0,C,100,24,11,100,63
0,D,92,66,9,100,72
0,A,100,53,0,100,70
0,B,100,30,9,99,65
0,C,100,30,15,100,66
0,D,93,72,11,100,75
0,A,100,24,2,100,62
0,B,100,36,2,100,66
0,C,100,1,24,100,58
0,D,94,78,7,100,77
0,A,100,30,3,100,64
0,B,100,42,0,100,67
0,C,100,7,21,100,60
0,D,95,49,7,100,68
0,A,100,1,11,100,56
0,B,100,48,0,100,69
0,C,100,13,25,100,62
0,D,96,20,11,90,59
0,A,100,7,11,100,58
0,B,100,54,1,100,71
0,C,100,19,28,100,64
0,D,97,26,9,91,61
0,A,100,13,10,100,60
0,B,100,25,6,100,63
0,C,100,0,27,100,59
0,D,98,32,12,92,64
0,A,100,19,2,100,61
0,B,100,0,11,100,56
0,C,100,0,23,100,58
0,D,99,38,16,93,67
0,A,100,25,0,90,61
0,B,100,6,8,100,58
0,C,100,6,21,100,59
0,D,100,44,14,94,69
0,A,100,31,5,91,63
0,B,100,12,10,100,60
0,C,100,0,20,100,58
0,D,100,15,15,84,59
0,A,100,37,7,92,65
0,B,100,18,9,100,61
0,C,100,6,19,100,59
0,D,100,21,14,85,61
0,A,100,43,5,93,67
0,B,100,24,7,100,63
0,C,100,0,18,100,57
0,D,100,0,17,86,55
0,A,100,49,8,94,70
0,B,100,0,3,100,55
0,C,100,6,24,100,60
0,D,100,6,15,87,57
0,A,100,55,0,95,70
0,B,100,0,5,100,55
0,C,100,12,24,100,62
0,D,100,12,11,88,58
0,A,100,61,0,96,72
0,B,100,6,4,100,57
0,C,85,18,19,100,57
0,D,100,18,12,89,60
0,A,100,67,0,97,74
0,B,100,12,13,100,60
0,C,86,24,23,100,60
0,D,100,24,5,90,61
0,A,100,73,5,98,77
0,B,100,18,12,90,60
0,C,87,30,24,100,62
0,D,100,30,6,91,63
0,A,100,79,10,99,80
0,B,100,24,6,91,61
0,C,88,1,26,100,54
0,D,100,36,9,81,64
0,A,100,85,9,100,81
0,B,100,30,7,92,63
0,C,89,7,24,100,56
0,D,100,7,15,82,56
0,A,100,91,4,100,82
0,B,100,1,5,93,55
0,C,90,0,23,100,54
0,D,100,0,20,83,55
0,A,100,97,2,100,84
0,B,100,7,0,94,56
0,C,91,6,18,100,55
0,D,100,6,15,84,56
0,A,100,100,1,100,85
0,B,100,13,7,95,59
0,C,92,0,11,100,53
0,D,100,12,14,85,58
0,A,100,100,1,100,85
0,B,100,19,8,96,61
0,C,93,0,12,100,54
0,D,100,0,13,75,53
0,A,85,100,5,100,79
0,B,100,25,4,97,62
0,C,94,6,10,100,55
0,D,100,6,11,76,54
0,A,86,100,10,100,80
0,B,100,0,7,98,55
0,C,95,12,9,90,56
0,D,100,12,9,77,56
0,A,87,100,2,100,80
0,B,100,6,8,99,57
0,C,96,18,17,91,60
0,D,100,18,14,78,59
0,A,88,100,2,100,80
0,B,100,12,13,100,60
0,C,97,0,24,92,56
0,D,100,24,9,79,60
0,A,89,100,4,100,81
0,B,100,0,4,100,55
0,C,98,0,20,93,56
0,D,100,30,12,80,62
0,A,90,100,2,100,81
0,B,100,6,4,100,57
0,C,83,6,24,94,52
0,D,100,36,7,81,64
0,A,75,100,0,100,75
0,B,100,12,0,100,58
0,C,84,12,23,95,54
0,D,100,7,2,82,54
0,A,76,71,0,100,66
0,B,100,18,0,100,60
0,C,69,18,31,96,52
0,D,100,0,0,83,52
0,A,77,77,4,100,69
0,B,100,24,3,100,62
0,C,70,24,30,97,54
0,D,100,0,9,84,53
0,A,78,83,4,100,71
0,B,100,30,3,100,64
0,C,71,30,24,98,55
0,D,100,6,10,85,56
0,A,79,89,6,100,74
0,B,100,36,7,100,66
0,C,72,1,30,99,48
0,D,100,12,10,75,56
0,A,80,95,0,100,75
0,B,100,42,3,100,68
0,C,73,7,30,100,50
0,D,100,0,7,76,52
0,A,81,100,7,100,78
0,B,100,13,0,100,58
0,C,74,13,26,100,52
0,D,100,6,8,77,54
0,A,82,100,8,100,79
0,B,100,0,3,100,55
0,C,75,19,31,100,55
0,D,100,12,4,78,55
0,A,83,71,4,100,70
0,B,100,6,10,100,58
0,C,76,25,38,100,58
0,D,100,18,5,79,58
0,A,84,42,5,100,61
0,B,100,12,8,100,59
0,C,77,31,34,100,60
0,D,100,24,0,80,59
0,A,85,13,6,100,53
0,B,100,0,11,100,56
0,C,78,2,33,100,51
0,D,100,30,5,81,61
0,A,86,19,5,100,55
0,B,100,6,2,100,57
0,C,79,8,32,100,53
0,D,100,36,11,82,64
0,A,87,0,2,100,50
0,B,100,12,0,100,58
0,C,80,14,40,100,57
0,D,100,42,10,83,66
0,A,88,6,0,100,52
0,B,100,18,9,100,61
0,C,81,20,37,100,58
0,D,100,48,19,84,69
0,A,89,12,7,100,55
0,B,100,24,10,100,63
0,C,82,26,32,100,60
0,D,100,54,22,85,72
0,A,90,18,9,100,57
0,B,100,30,5,100,64
0,C,83,0,32,100,53
0,D,100,60,21,86,74
0,A,91,24,10,100,60
0,B,100,36,10,100,67
0,C,84,6,41,100,56
0,D,100,66,24,87,76
0,A,92,30,16,100,63
0,B,100,42,13,90,68
0,C,85,12,50,100,60
0,D,100,72,25,88,78
0,A,93,36,17,100,65
0,B,85,13,18,91,54
0,C,86,18,48,100,62
0,D,100,43,20,89,69
0,A,94,42,12,100,67
0,B,86,19,15,92,56
0,C,87,0,50,100,57
0,D,100,49,24,90,71
0,A,95,48,6,90,66
0,B,87,25,12,93,58
0,C,88,6,43,100,58
0,D,100,55,19,91,73
0,A,96,54,7,91,69
0,B,88,31,5,94,59
0,C,89,12,44,100,60
0,D,100,26,15,92,63
0,A,97,25,4,92,60
0,B,89,2,4,95,51
0,C,90,0,46,100,57
0,D,85,32,15,93,59
0,A,98,0,7,93,54
0,B,90,8,2,96,53
0,C,91,6,47,100,60
0,D,86,38,11,94,61
0,A,99,0,6,94,54
0,B,91,14,2,86,53
0,C,92,12,40,100,61
0,D,87,44,4,95,62
0,A,100,6,9,95,57
0,B,92,20,4,87,56
0,C,93,0,43,100,58
0,D,88,50,10,96,66
0,A,100,12,7,96,59
0,B,93,26,6,88,59
0,C,94,6,49,100,61
0,D,89,56,16,97,69
0,A,100,0,9,97,55
0,B,94,32,7,89,61
0,C,95,12,46,100,63
0,D,90,62,16,98,71
0,A,100,6,10,98,58
0,B,95,38,5,90,63
0,C,96,18,43,100,65
0,D,91,68,21,99,74
0,A,100,12,15,99,60
0,B,96,44,0,91,65
0,C,97,24,42,100,67
0,D,92,74,21,89,75
0,A,100,18,12,100,62
0,B,97,50,5,81,66
0,C,98,0,44,100,60
0,D,93,45,23,90,67
0,A,100,24,18,100,64
0,B,98,56,3,82,68
0,C,99,6,46,100,63
0,D,94,16,28,80,58
0,A,100,30,26,100,67
0,B,99,62,4,83,71
0,C,100,12,44,100,65
0,D,95,22,36,81,62
0,A,85,36,24,100,63
0,B,100,68,1,84,73
0,C,100,18,49,90,66
0,D,96,28,38,82,64
0,A,86,42,28,100,66
0,B,100,39,4,85,65
0,C,100,24,53,91,68
0,D,97,34,40,83,67
0,A,87,13,35,100,58
0,B,85,45,3,86,60
0,C,100,30,54,92,70
0,D,98,40,36,84,69
0,A,88,19,28,100,60
0,B,86,16,5,87,53
0,C,100,36,60,93,73
0,D,99,46,38,85,71
0,A,89,25,25,100,61
0,B,87,0,6,88,48
0,C,100,7,56,94,64
0,D,100,52,40,86,74
0,A,90,0,25,100,54
0,B,88,6,10,89,51
0,C,100,13,51,95,65
0,D,100,58,34,87,75
0,A,91,6,30,100,57
0,B,89,12,14,90,54
0,C,100,0,51,96,62
0,D,100,64,38,88,78
0,A,92,12,29,100,59
0,B,90,18,9,91,56
0,C,100,6,52,86,62
0,D,100,35,38,89,69
0,A,93,0,34,100,57
0,B,91,0,17,92,52
0,C,100,12,56,87,65
0,D,100,6,45,90,62
0,A,94,6,28,100,58
0,B,92,6,20,93,55
0,C,100,18,61,88,67
0,D,100,12,47,91,64
0,A,95,12,33,100,61
0,B,93,12,22,94,58
0,C,100,24,63,89,70
0,D,100,0,48,92,61
0,A,80,18,30,100,56
0,B,94,0,27,95,55
0,C,100,0,61,90,62
0,D,100,6,52,93,63
0,A,81,0,20,100,50
0,B,95,6,34,96,59
0,C,100,6,55,91,63
0,D,100,12,57,94,66
0,A,82,6,23,100,53
0,B,96,12,32,97,61
0,C,100,12,58,92,66
0,D,100,18,50,95,67
0,A,83,12,18,100,54
0,B,97,0,29,98,57
0,C,100,18,56,93,67
0,D,100,24,49,96,68
0,A,68,18,21,100,50
0,B,98,6,31,99,60
0,C,100,24,50,94,68
0,D,100,30,46,97,70
0,A,69,0,19,100,45
0,B,99,12,28,100,62
0,C,100,30,44,95,69
0,D,100,36,49,98,72
0,A,70,6,18,100,47
0,B,100,18,25,100,64
0,C,100,36,48,96,72
0,D,100,7,51,99,64
0,A,71,12,14,100,49
0,B,100,24,33,100,67
0,C,100,42,42,97,73
0,D,100,13,51,100,66
0,A,72,18,18,100,51
0,B,100,30,35,100,69
0,C,100,13,38,98,64
0,D,100,19,48,100,67
0,A,73,24,10,100,52
0,B,100,36,34,100,70
0,C,100,19,35,99,65
0,D,100,25,39,100,68
0,A,74,30,5,100,54
0,B,100,42,27,100,71
0,C,100,25,32,100,67
0,D,100,31,40,100,70
0,A,75,36,3,100,56
0,B,100,48,28,100,73
0,C,100,0,32,100,59
0,D,85,37,42,100,66
0,A,76,42,0,100,58
0,B,100,54,34,100,76
0,C,100,6,32,100,61
0,D,86,8,41,100,57
0,A,77,48,2,100,60
0,B,100,60,30,100,77
0,C,100,12,30,100,63
0,D,87,0,40,100,55
0,A,78,54,0,100,62
0,B,100,66,29,100,79
0,C,100,18,27,100,64
0,D,88,0,32,100,55
0,A,79,60,1,100,64
0,B,100,72,27,100,80
0,C,100,24,25,100,65
0,D,89,6,36,100,57
0,A,80,31,0,100,56
0,B,100,78,24,100,82
0,C,100,0,25,90,57
0,D,90,12,30,100,59
0,A,81,37,6,100,59
0,B,100,84,23,100,83
0,C,100,0,27,91,57
0,D,91,18,37,100,62
0,A,82,43,2,100,61
0,B,100,55,23,100,74
0,C,100,6,28,92,59
0,D,92,24,34,100,64
0,A,83,49,0,100,62
0,B,100,61,20,100,76
0,C,100,12,23,93,61
0,D,93,0,27,100,56
0,A,84,55,0,100,65
0,B,100,67,16,100,77
0,C,100,18,21,94,62
0,D,94,6,24,100,58
0,A,85,61,1,100,67
0,B,100,73,10,100,78
0,C,100,24,15,95,63
0,D,95,0,29,100,57
0,A,70,67,5,100,63
0,B,100,79,10,100,80
0,C,100,30,12,96,65
0,D,96,6,24,100,58
0,A,71,73,9,100,66
0,B,100,85,14,100,82
0,C,100,1,15,97,57
0,D,97,0,22,100,57
0,A,72,79,15,100,69
0,B,100,56,13,100,73
0,C,100,7,13,98,58
0,D,98,0,22,90,56
0,A,73,85,11,100,71
0,B,100,62,3,100,74
0,C,100,0,17,99,57
0,D,99,0,27,91,57
0,A,74,56,6,100,62
0,B,100,68,3,100,75
0,C,100,6,26,89,59
0,D,100,0,24,92,57
0,A,75,62,0,100,63
0,B,100,74,5,100,77
0,C,100,12,28,90,61
0,D,100,6,27,93,59
0,A,76,68,7,100,66
0,B,100,45,7,100,69
0,C,100,18,20,91,62
0,D,100,12,24,94,61
0,A,77,74,12,100,69
0,B,100,16,1,100,59
0,C,100,24,23,92,64
0,D,100,18,15,95,61
0,A,78,45,21,90,61
0,B,100,0,1,100,55
0,C,100,30,14,93,65
0,D,100,0,9,96,55
0,A,79,16,24,91,53
0,B,100,6,2,100,57
0,C,100,36,9,94,66
0,D,100,0,9,86,54
0,A,80,22,20,92,55
0,B,100,12,4,100,59
0,C,100,42,7,95,67
0,D,100,0,13,87,55
0,A,81,28,16,93,57
0,B,100,18,10,100,61
0,C,100,48,4,96,69
0,D,100,0,18,88,55
0,A,82,34,12,94,58
0,B,100,24,1,100,62
0,C,100,19,0,97,60
0,D,100,0,19,89,56
0,A,83,40,12,95,61
0,B,100,30,0,100,64
0,C,100,25,0,98,62
0,D,100,6,21,79,56
0,A,84,11,6,96,52
0,B,100,36,1,100,65
0,C,100,0,0,99,54
0,D,100,12,19,80,58
0,A,85,17,6,97,54
0,B,100,42,0,100,67
0,C,100,6,9,100,58
0,D,100,18,22,81,60
0,A,86,23,3,98,56
0,B,100,13,0,100,58
0,C,100,0,11,100,56
0,D,100,0,26,82,56
0,A,87,29,0,99,58
0,B,100,19,6,100,61
0,C,100,6,12,100,58
0,D,100,6,35,83,59
0,A,88,0,2,100,50
0,B,100,0,4,100,55
0,C,100,12,5,100,59
0,D,100,12,29,84,60
0,A,89,0,3,100,51
0,B,100,6,0,100,56
0,C,100,18,5,100,61
0,D,100,18,27,85,62
0,A,90,6,8,100,54
0,B,100,0,2,100,55
0,C,100,24,0,100,62
0,D,100,24,30,86,64
0,A,91,12,7,100,56
0,B,100,0,8,100,56
0,C,100,30,5,100,64
0,D,100,30,29,87,66
0,A,92,18,9,100,58
0,B,100,6,2,100,57
0,C,100,36,0,100,65
0,D,100,36,30,88,68
0,A,93,24,2,100,59
0,B,100,12,0,100,58
0,C,100,42,5,100,68
0,D,100,42,31,89,70
0,A,94,30,0,100,61
0,B,100,0,4,100,55
0,C,100,48,1,100,69
0,D,100,13,26,90,61
0,A,95,36,8,100,65
0,B,100,6,3,100,57
0,C,100,54,0,100,71
0,D,100,19,24,91,62
0,A,96,42,6,100,66
0,B,100,12,5,100,59
0,C,100,60,0,100,73
0,D,100,0,22,92,57
0,A,97,13,2,90,56
0,B,100,0,8,100,56
0,C,100,66,0,100,74
0,D,85,6,24,93,53
0,A,98,19,0,91,58
0,B,100,0,6,100,55
0,C,100,72,0,100,76
0,D,86,0,24,94,52
0,A,99,25,0,92,60
0,B,100,6,14,100,58
0,C,100,78,2,100,78
0,D,87,0,19,95,51
0,A,84,31,5,93,57
0,B,100,12,5,100,59
0,C,100,84,8,100,81
0,D,88,6,19,85,52
0,A,85,37,3,83,58
0,B,100,0,6,100,55
0,C,100,90,13,100,83
0,D,89,12,18,86,54
0,A,86,43,2,84,60
0,B,100,6,3,100,57
0,C,100,61,15,90,74
0,D,90,18,13,87,56
0,A,87,49,5,85,63
0,B,100,12,1,100,58
0,C,100,32,11,91,64
0,D,91,24,13,88,58
0,A,88,55,0,86,64
0,B,100,0,2,100,55
0,C,100,3,11,92,56
0,D,92,30,14,89,61
0,A,89,61,5,87,67
0,B,100,6,4,100,57
0,C,100,9,18,93,59
0,D,93,1,8,90,52
0,A,90,32,1,88,58
0,B,100,12,5,100,59
0,C,100,0,17,94,56
0,D,94,7,6,91,54
0,A,91,38,2,78,59
0,B,100,0,6,100,55
0,C,100,0,18,95,56
0,D,95,13,0,92,55
0,A,92,44,7,79,62
0,B,100,6,9,100,58
0,C,85,6,15,96,52
0,D,96,0,0,93,52
0,A,93,15,4,80,54
0,B,100,12,7,100,59
0,C,86,12,13,97,54
0,D,97,6,4,94,55
0,A,94,21,0,81,56
0,B,100,18,6,100,61
0,C,87,18,13,98,56
0,D,98,12,5,95,57
0,A,95,27,1,82,58
0,B,100,24,6,100,63
0,C,88,24,19,99,60
0,D,99,0,0,96,54
0,A,96,0,0,83,50
0,B,100,30,13,100,65
0,C,89,0,28,100,54
0,D,100,0,0,97,54
0,A,97,6,2,84,53
0,B,100,36,17,100,68
0,C,90,6,29,100,57
0,D,100,0,6,98,55
0,A,98,12,2,85,55
